"Player","Rating","Rank"
"5016156, 5026798",1583.79916971072,88
"5022359, 5046522",1583.78110914128,89
"5040459, 5041118",1576.39966089051,90
"5036163, 5037031",1571.01959298706,91
"5030331, 5034930",1570.26347524117,92
"5044615, 5048815",1570.02793097745,93
"5040937, 5041939",1568.6471818797,94
"5043014, 5050642",1567.213177938,95
"5030330, 5034336",1566.07517055317,96
"5001994, 5049765",1561.5260228731,97
"5004568, 5041668",1559.59896436703,98
"5053302, 5055372",1558.95059769663,99
"5036140, 5055372",1558.45818782635,100
"5029458, 5053399",1557.48663119233,101
"5029748, 5048220",1556.61903393836,102
"5044897, 5053159",1553.44596426444,103
"5044653, 5054279",1551.54947279483,104
"5040937, 5042834",1551.47204767454,105
"5034930, 5036163",1550.50969252587,106
"5003128, 5054175",1548.61259569369,107
"5049645, 5049696",1547.60928738674,108
"5016581, 5023176",1543.73556848829,109
"5042475, 5042482",1542.40129641728,110
"5014629, 5046333",1541.66479940193,111
"5043721, 5050907",1541.03315955551,112
"5042525, 5043953",1540.9907857062,113
"5041265, 5042079",1540.13763608977,114
"5044733, 5052513",1539.88470167806,115
"5053302, 5055373",1539.70581220485,116
"5022387, 5049765",1538.84451450223,117
"5043657, 5043749",1538.77873256522,118
"5005191, 5036387",1537.81212842144,119
"5035330, 5049271",1536.62346171246,120
"5029818, 5041370",1536.43095938471,121
"5044895, 5044897",1535.53500775343,122
"5042983, 5049828",1533.7890898691,123
"5043952, 5054749",1533.03516199811,124
"5045888, 5047971",1528.03862911727,125
"5036140, 5036150",1527.08141500022,126
"5038134, 5045379",1526.99892243365,127
"5008925, 5018982",1525.9847882159,128
"5024949, 5048815",1518.43773707125,129
"5005176, 5046238",1517.92863378827,130
"5012941, 5041668",1517.17929955315,131
"5036131, 5038746",1515.79204171968,132
"5044315, 5050642",1514.45155015973,133
"5016156, 5043576",1511.92262445193,134
"5044615, 5054789",1510.32214138205,135
"5028974, 5031705",1507.80632115467,136
"5011134, 5042013",1506.37437758255,137
"5040777, 5042983",1506.10919562046,138
"5055735, 5055754",1502.79378454386,139
"5045377, 5045379",1502.69676832792,140
"5002342, 5021897",1501.69699991303,141
"5004399, 5030970",1500.92285089971,142
"5007477, 5026245",1500.81648587094,143
"5005202, 5054749",1499.91846571136,144
"5027001, 5040864",1499.68240118285,145
"5030330, 5049271",1497.62668922074,146
"5037432, 5047406",1497.08839399702,147
"5005500, 5029132",1495.59338434782,148
"5002037, 5012302",1495.0550408337,149
"5036150, 5055372",1494.91676800389,150
"5023057, 5036040",1494.05771796223,151
"5047331, 5050182",1493.58457360674,152
"5041352, 5041354",1493.23134962202,153
"5040479, 5046802",1493.06801286277,154
"5012314, 5013444",1490.78542494335,155
"5046308, 5046425",1487.66919363787,156
"5043456, 5043458",1484.87322801667,157
"5023162, 5038001",1484.67238803044,158
"5044895, 5053893",1483.32083935672,159
"5041667, 5041668",1483.14978806289,160
"5052020, 5053893",1480.84773224067,161
"5026128, 5043452",1480.81074810019,162
"5017252, 5023994",1480.08378088189,163
"5041118, 5042097",1480.06552640761,164
"5014339, 5020056",1478.80783414409,165
"5001942, 5047308",1475.92611999998,166
"5042841, 5054006",1475.78037160294,167
"5044615, 5054749",1475.72810593335,168
"5049946, 5055757",1473.53786025725,169
"5036150, 5040913",1472.86368702361,170
"5014599, 5037031",1472.77625510284,171
"5042806, 5047331",1472.08869592416,172
"5005176, 5012200",1470.79143687892,173
"5021894, 5025155",1470.56553924159,174
"5043301, 5043784",1469.09752854588,175
"5004484, 5013143",1468.9706898584,176
"5016156, 5038616",1468.95481849606,177
"5043451, 5050505",1467.91489103304,178
"5015689, 5050131",1465.65335854317,179
"5043301, 5044693",1464.64065779241,180
"5001994, 5048647",1464.60902036146,181
"5040777, 5046164",1462.37845039719,182
"5014599, 5037432",1461.37420012607,183
"5041521, 5053806",1458.72609552567,184
"5031868, 5037880",1456.15722849675,185
"5015987, 5047889",1456.11317620054,186
"5040459, 5041144",1455.37913647433,187
"5028144, 5049271",1455.2634266926,188
"5042525, 5050642",1454.86337781316,189
"5003128, 5003136",1453.24820050826,190
"5042291, 5042292",1452.61459206021,191
"5012200, 5044749",1451.226685022,192
"5042079, 5045707",1450.50918529645,193
"5031430, 5043452",1450.34335844077,194
"5043827, 5044374",1446.47745994593,195
"5040748, 5042079",1445.87811503302,196
"5024949, 5044615",1445.36404807207,197
"5026798, 5026809",1445.13315523042,198
"5001972, 5036373",1445.08208870549,199
"5049672, 5049946",1444.06024028363,200
"5045324, 5049941",1443.69773787665,201
"5027078, 5038157",1443.02057727875,202
"5048211, 5048222",1440.35714288932,203
"5029216, 5030330",1440.00797367746,204
"5046333, 5046334",1438.5955433283,205
"5011481, 5021184",1438.39140244731,206
"5019162, 5043740",1435.79875214635,207
"5022157, 5048220",1435.3223078079,208
"5050505, 5054749",1435.16553297805,209
"5029954, 5040610",1435.11524486417,210
"5016968, 5053215",1435.11434697598,211
"5053159, 5053893",1434.82403896779,212
"5022157, 5029748",1434.10307804896,213
"5053110, 5053973",1433.59805649178,214
"5049289, 5049664",1433.50506136563,215
"5027874, 5035147",1432.74348582643,216
"5027001, 5054175",1430.81761475623,217
"5006942, 5031529",1427.74279349392,218
"5004445, 5012941",1427.38922553702,219
"5043827, 5055079",1425.84962464553,220
"5026138, 5044537",1424.47047501997,221
"5041130, 5043014",1421.25911540412,222
"5024182, 5034442",1419.96830040922,223
"5015212, 5031038",1419.89865291935,224
"5007204, 5030449",1419.60654080453,225
"5040202, 5043784",1418.82689087346,226
"5055264, 5055367",1417.4219397719,227
"5042013, 5043852",1417.27005415715,228
"5023921, 5024182",1416.51708856092,229
"5018607, 5047304",1414.65290432321,230
"5043841, 5046471",1414.07831902837,231
"5044322, 5053893",1413.8872811545,232
"5026915, 5042108",1412.53964655351,233
"5026552, 5031529",1411.52307732278,234
"5033628, 5046518",1410.13124273791,235
"5043576, 5049941",1409.96637542233,236
"5045944, 5048647",1408.54966825019,237
"5043336, 5045492",1408.10714299526,238
"5009530, 5014629",1407.77153164423,239
"5019647, 5040028",1407.1531031538,240
"5044315, 5044322",1406.96123296607,241
"5044315, 5053893",1406.49334944098,242
"5029956, 5046607",1405.33866814009,243
"5046425, 5050966",1404.69966350921,244
"5020708, 5022938",1403.23515494912,245
"5019501, 5028423",1401.05333177675,246
"5028895, 5035476",1400.37147867528,247
"5050131, 5050277",1399.20453117303,248
"5009237, 5013143",1398.62057057361,249
"5022976, 5030587",1396.80867438854,250
"5041738, 5048220",1394.61722832257,251
"5044693, 5046769",1394.18480485386,252
"5029160, 5043862",1393.90814788194,253
"5002015, 5007065",1391.64632812115,254
"5043784, 5044693",1388.63105054006,255
"5019162, 5044537",1387.70901525478,256
"5007921, 5033969",1387.66530344066,257
"5048807, 5048811",1381.8058501142,258
"5050440, 5054821",1381.719996451,259
"5002489, 5038198",1379.43250356388,260
"5049904, 5052874",1379.20362426983,261
"5029160, 5054865",1374.73280135671,262
"5037781, 5039966",1374.63799607267,263
"5031629, 5051793",1372.69843863575,264
"5041423, 5043453",1372.25649552711,265
"5039813, 5040836",1372.14524433569,266
"5041738, 5047281",1371.54691391701,267
"5014310, 5029084",1369.86464996114,268
"5002370, 5039414",1369.25942481063,269
"5011103, 5011160",1367.27065791962,270
"5011943, 5011959",1366.32273579064,271
"5014178, 5022113",1365.77980441527,272
"5006720, 5048342",1364.4782290162,273
"5002489, 5022798",1363.67548517811,274
"5046769, 5048572",1363.46055902446,275
"5037282, 5045237",1361.7377967045,276
"5008113, 5055495",1361.4680225517,277
"5006858, 5029745",1360.23135606507,278
"5008666, 5011601",1360.15849774569,279
"5029319, 5043014",1360.01482997137,280
"5011214, 5039813",1359.80170538718,281
"5024844, 5053110",1358.83346640353,282
"5019813, 5022860",1356.59842115118,283
"5045048, 5048838",1355.89610337183,284
"5043461, 5043473",1355.83568165472,285
"5050083, 5052951",1355.74496885827,286
"5011581, 5046159",1355.08406121487,287
"5002190, 5012152",1353.71065713442,288
"5029954, 5052513",1352.31751370555,289
"5050961, 5050965",1351.7634529976,290
"5043682, 5051552",1351.63878614075,291
"5043371, 5053806",1350.1958818553,292
"5002802, 5002862",1349.09324819477,293
"5047201, 5053012",1348.11643587747,294
"5039795, 5053598",1347.07015826751,295
"5017538, 5054909",1342.93303153188,296
"5002274, 5014289",1342.59875546362,297
"5025795, 5042013",1342.02980850321,298
"5007921, 5046834",1339.53799454137,299
"5043696, 5052584",1338.71254503119,300
"5043784, 5054392",1334.96965657456,301
"5000902, 5036342",1332.89694690435,302
"5020355, 5039872",1326.58803979837,303
"5007944, 5007963",1324.1377945825,304
"5004445, 5029512",1323.76125981582,305
"5005158, 5027457",1322.59666765146,306
"5010426, 5023588",1321.99694853183,307
"5006914, 5048969",1320.66842506029,308
"5037165, 5048969",1314.3826414559,309
"5015334, 5050966",1313.99351659809,310
"5048811, 5051970",1310.15015648507,311
"5044297, 5055367",1310.10886948571,312
"5006858, 5008466",1309.92829954389,313
"5007204, 5029745",1309.29963836552,314
"5024305, 5024822",1306.15133128215,315
"5008977, 5057965",1299.70258643923,316
"5021449, 5045795",1299.22915611371,317
"5050745, 5052390",1295.05568059487,318
"5008042, 5027248",1288.84303196512,319
"5010636, 5049490",1286.89210234695,320
"5007963, 5044693",1286.37986325608,321
"5007443, 5047266",1284.77244149559,322
"5006948, 5039836",1283.44019341917,323
"5053316, 5055045",1273.46975476189,324
"5005329, 5048322",1272.85312913019,325
"5024521, 5024529",1263.97407523835,326
"5045048, 5045145",1263.13595896263,327
"5024817, 5034535",1251.70680973994,328
"5023123, 5047266",1219.42916247872,329
"5036055, 5049162",1218.74239363648,330
"5007608, 5036698",1201.85215612512,331
