"Player","Rating","Rank"
"5016247",1395.29181931839,187
"5043835",1394.94695687988,188
"5011938",1394.05873075307,189
"5055346",1391.78363818138,190
"5045265",1386.87795649123,191
"5030221",1386.70980606464,192
"5044291",1386.15210866318,193
"5044770",1384.32968822414,194
"5002888",1380.49986921012,195
"5045334",1373.87382830822,196
"5054421",1372.50523460144,197
"5014187",1372.29934413094,198
"5020591",1369.16893218996,199
"5049992",1367.31361061873,200
"5031439",1365.84840376787,201
"5011426",1364.6540562336,202
"5044751",1360.16341677513,203
"5048359",1360.14704861618,204
"5052604",1358.78121197037,205
"5021523",1355.49283093402,206
"5034940",1354.54916152085,207
"5050426",1352.52136284921,208
"5034503",1352.22316087092,209
"5054246",1350.73018992601,210
"5034793",1347.33065281638,211
"5049817",1344.97040723759,212
"5008147",1344.12221539523,213
"5049519",1343.02838253811,214
"5042438",1339.86489094978,215
"5026033",1335.31135532178,216
"5017179",1332.27758167511,217
"5011154",1331.35191625974,218
"5041653",1330.69641122163,219
"5052462",1328.82211212698,220
"5044321",1324.11532491164,221
"5055791",1322.78019039523,222
"5040571",1322.4830459149,223
"5010439",1319.39554253076,224
"5044649",1311.13679379641,225
"5043352",1310.24341443119,226
"5043556",1308.69409688072,227
"5022654",1307.73060278959,228
"5009193",1306.41740384753,229
"5054683",1301.87617315362,230
"5033042",1301.09886024826,231
"5028532",1301.02315282681,232
"5037821",1299.16331288633,233
"5054301",1297.71479292293,234
"5021290",1297.48760725824,235
"5024700",1297.08894999601,236
"5023670",1294.79055157721,237
"5053459",1292.87606548074,238
"5046986",1292.68048638177,239
"5037212",1290.54489640505,240
"5042294",1286.78967098207,241
"5033877",1285.08094591123,242
"5046601",1284.54710417493,243
"5000767",1284.01287380339,244
"5043430",1282.17970715446,245
"5053361",1278.25578355924,246
"5028064",1270.7489774364,247
"5046758",1270.68395405859,248
"5048630",1270.66434433283,249
"5051207",1268.26835640212,250
"5021836",1267.93940981912,251
"5055002",1265.6533750381,252
"5049247",1264.46245562031,253
"5043685",1261.42586767078,254
"5041138",1260.26431214391,255
"5053852",1259.68671969579,256
"5047007",1258.11646474497,257
"5026580",1248.29770527901,258
"5032012",1247.16999373735,259
"5043257",1228.98705289025,260
"5019884",1225.02566861617,261
"5018366",1211.9270145197,262
"5040002",1204.11967698295,263
"5054200",1197.72763075226,264
"5005175",1188.22325390151,265
"5054205",1181.46965607007,266
"5029817",1173.02437345203,267
"5041221",1158.17441565238,268
"5055881",1071.92886533446,269
"5048013",1002.46861680398,270
